Area or Hotel,Loop,Loop Total Length,Loop Notes,Track Number,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Esplanade/Main Gates,Main Gates v.1 [REF],,,29,When You Wish Upon a Star,Frank Chacksfield And His Orchestra,Thanks for the Memories,,Same as track 9,,,Eclipse (2),"January 1, 1971 → January 1, 1992",
Esplanade/Main Gates,Main Gates v.1 [REF],,,30,The Roses of Success,Irwin Kostel,Fantasmagorical Themes from Chitty Chitty Bang Bang,,,,,United Artists Records,"January 1, 1971 → January 1, 1992",
Esplanade/Main Gates,Main Gates v.1 [REF],,,31,Trotter's Mile,Irwin Kostel,Fantasmagorical Themes from Chitty Chitty Bang Bang,,,,,United Artists Records,"January 1, 1971 → January 1, 1992",
Esplanade/Main Gates,Main Gates v.1 [REF],,,32,Hip Hip Pooh-ray!,Walt Disney World Band,Walt Disney World Band,,"Edited from album track, “Songs from Winnie the Pooh”",,,Buena Vista Records,"January 1, 1971 → January 1, 1992",
Esplanade/Main Gates,Main Gates v.1 [REF],,,33,Little Wooden Head,,Pinocchio Motion Picture Soundtrack,,Only plays the instrumental music box portion from the score.,,,Disneyland Records,"January 1, 1971 → January 1, 1992",
Esplanade/Main Gates,Main Gates v.1 [REF],,,34,Zip-a-Dee-Doo-Dah,Frank Chacksfield And His Orchestra,Thanks for the Memories,,,,,Eclipse (2),"January 1, 1971 → January 1, 1992",
Esplanade/Main Gates,Main Gates v.1 [REF],,,35,Keystone Cops,Phillip Green,Capitol Hi Q Series Release L-93 'Cartoon',,,,,Capitol Records,"January 1, 1971 → January 1, 1992",
Esplanade/Main Gates,Main Gates v.2,60:12,This was the same loop that played at DLRP when the park opened in 1992.,1,When You Wish Upon a Star,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,2,Mickey Mouse Club March,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,3,"The Tiki, Tiki, Tiki Room",,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,4,Hi-Diddle-Dee-Dee,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,5,Under the Sea,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,6,Come Again (Come on In),,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,7,Dig-a-Dig-Dig,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,8,You Can Fly!,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,9,Yo Ho (A Pirate's Life for Me),,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,10,Maroon Cartoon,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,11,"Smile, Darn Ya, Smile!",,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,12,Whale of a Tale,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,13,Swisskapolka,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,14,Merrily on Our Way to Nowhere,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,15,Bang! Goes Old Betsy,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,16,"20,000 Leagues Under the Sea",,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,17,Davy Crockett,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,18,March of the Cards,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,19,When You Wish Upon a Star,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,20,Minnie's Yoo Hoo,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,21,Zip-A-Dee-Doo-Dah,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,22,Zorro Theme,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,23,Colonel Hathi’s March,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,24,Bella Notte,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,25,Phantom Manor,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,26,Pecos Bill,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,27,All in the Golden Afternoon,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,28,it's a small world,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,29,Be Our Guest,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Main Gates v.2,,,30,How Do You Do,,,,,,,,"January 1, 1992 → January 1, 2001",
Esplanade/Main Gates,Esplanade v.1,,"Copied from Kristen’s site. Most of these tracks likely have the same sources as Esplanade v.2, but I have yet to find a detailed source list. Additional information here: https://community.magicmusic.net/threads/disneyland-esplanade-playlist-questions.56/#post-381",1,All in the Golden Afternoon,,Disneyland Forever OR Tokyo Disneyland Official Album,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,2,When You Wish Upon a Star,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,3,You've Got a Friend in Me,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,4,Hi-Diddle-Dee-Dee,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,5,Under the Sea,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,6,Indiana Jones Theme,John Williams,Raiders of the Lost Ark OST,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,7,California Girls,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,8,"The Tiki, Tiki, Tiki Room",,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,9,Hooray for Hollywood,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,10,Yo Ho (A Pirate's Life For Me),,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,11,I Left My Heart in San Francisco,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,12,Dig-a-Dig-Dig/Heigh-Ho,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,13,"Smile, Darn Ya, Smile!",,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,14,it's a small world,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,15,March of the Cards,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,16,Mickey Mouse Club,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,17,Zip-a-Dee-Doo-Dah,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,18,Fantasmic! Exit Music,Bruce Healey,Fantasmic!,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,19,Soarin' Load Music,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,20,Be Our Guest,,Walt Disney World Forever,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,21,Davy Crockett,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,22,"You Can Fly! You Can Fly! You Can
  Fly!",,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,23,Star Wars Theme,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,24,Muppets Theme,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,25,Minnie's Yoo Hoo,,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,26,"Honey, I Shrunk the Audience Theme",,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,27,How Do You Do,,Disneyland Forever,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.1,,,28,"Just
  One Dream (Golden Dreams Exit Music)",,,,,,,,"January 1, 2001 → April 1, 2004",
Esplanade/Main Gates,Esplanade v.2,1:07:11.453,Compiled by C33 and others (MouseBits; 2010),1,All in the Golden Afternoon,,Disneyland Forever OR Tokyo Disneyland - 15th Anniversary Music 4: Grand Finale,2:57,"Featured as part of one long track entitled ""The Disney Gallery Commemorative Edition 'Imagineering the Dream'""; Also featured on DLF system as music from the Disney Gallery",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,2,The Time of Your Life,,,,,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,3,Heffalumps and Woozles,,,,"possibly Winnie the Pooh queue loop (?)

Preceded by a 30 Second snippet of ""Winnie the Pooh"", which can be found in the ""Many Adventures of Winnie the Pooh"" track from ""A Musical History of Disneyland”",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,4,When You Wish Upon a Star,Tokyo Disneyland,15th Anniversary Music 4: Grand Finale,1:43,"Featured as part of one long track entitled ""The Disney Gallery Commemorative Edition 'Imagineering the Dream'""",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,5,You've Got a Friend in Me,Cincinnati Pops Orchestra,Magical Musicals,3:26,,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,6,Hi-Diddle-Dee-Dee,,,1:22,Same as Magic Kingdom entrance loop.,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,7,Under the Sea,,,2:41,Same as Magic Kingdom entrance loop.,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,8,Indiana Jones Theme,John Williams,Raiders of the Lost Ark OST,2:11,,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,9,California Girls,,,3:05,"Same style as the DCA Paradise Pier Calliope loop, but may not actually in the loop - unconfirmed",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,10,"The Tiki, Tiki, Tiki Room",Tokyo Disneyland,15th Anniversary Music 4: Grand Finale,1:40,"Featured as part of one long track entitled ""The Disney Gallery Commemorative Edition 'Imagineering the Dream'""",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,11,Hooray for Hollywood,The Boston Pops Orchestra,Salute to Hollywood,3:25,,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,12,Yo Ho (A Pirate's Life For Me),Tokyo Disneyland,15th Anniversary Music 4: Grand Finale,2:05,"Featured as part of one long track entitled ""The Disney Gallery Commemorative Edition 'Imagineering the Dream'""",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,13,I Left My Heart in San Francisco,Ray Anthony and His Big Band,Boogie Blues And Ballads OR Swing Back to the 40's II,3:48,,12,,Aero Space Records (1997),"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,14,Dig-a-Dig-Dig/Heigh-Ho,,,2:07,Same as Magic Kingdom entrance loop.,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,15,"Smile, Darn Ya, Smile!",,Toontown BGM,1:53,,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,16,it's a small world,Tokyo Disneyland,15th Anniversary Music 4: Grand Finale,1:29,"Featured as part of one long track entitled ""The Disney Gallery Commemorative Edition 'Imagineering the Dream'""; From Disneyland Paris and can be found on several DLRP Official Albums, as well as on the Walt Disney and the 1964 World's Fair box set (as ""Disneyland Paris Variation II"").",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,17,March of the Cards,,,3:05,Not the version on the DLF system.,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,18,Mickey Mouse Club,,,1:51,Same as Magic Kingdom entrance loop.,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,19,Zip-a-Dee-Doo-Dah,,,2:30,WDW Splash Mountain Area Music [unreleased],,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,20,Fantasmic! Exit Music,Bruce Healey,Fantasmic! OST,3:02,"Included as it's own track on the previous Walt Disney World Fantasmic! official soundtrack. In the old Disneyland version, as well as the new version which features the show from both coasts, it is part of one single track that features the entire show and can be edited out as such. This track also appears on several ""Classic Disney"" music compilations as ""Fantasmic! Theme"".",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,21,Soarin' Over California Load Music,,,1:27,"This track is in circulation on MouseBits, etc. (as well as the exit/unloading music, which is the same but longer) and has a length of 2:14. In the loop it is edited to start at 0:42.",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,22,Be Our Guest,,Walt Disney World Forever,2:58,"Plays at Cinderella's Golden Carousel in Fantasyland at the Magic Kingdom, and was released on the Walt Disney World Forever system.",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,23,Davy Crockett,,,1:42,Same as Magic Kingdom entrance loop.,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,24,"You Can Fly! You Can Fly! You Can
  Fly!",,,2:51,Same as Magic Kingdom entrance loop.,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,25,Star Wars Medley,,,1:41,"NOT the TDL load/unload, but also not the title track from A New Hope. Source is uncertain. Potentially the commercially available main Star Wars theme",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,26,Muppets Theme,,"MuppetVision 3D Area Music [unreleased] ",2:08,This is an instrumental version of the Muppet Show theme that plays as part of the queue loop inside and outside of the MuppetVision 3D attraction in California Adventure. Copies of the tracks from this loop have circulated (most likely induction recordings).,,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,27,Minnie's Yoo Hoo,,Disneyland Forever/Several Official Albums,0:41,"This version of Minnie's Yoo Hoo! is part of the Toontown Area Music and was released on both the Disneyland and Walt Disney World Forever systems. It was also included on disc one of the A Musical History of Disneyland set as ""Minnie's Yoo Hoo! (Saxophone Quartet). It has been featured on many official albums dating right the way back to The Official Album of Disneyland/Walt Disney World in 1980 and even before that was part of a longer medley on A Musical Souvenir of Walt Disney World's Magic Kingdom.",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,28,"Honey, I Shrunk the Audience Load Music",,,0:34,"This is not the same as the 1:27 show spill/main theme that has been included on recent official albums, nor does it appear in the various sets of score music from the attraction that have circulated. A copy of the track has circulated but only in very low quality; it is probably an ALD recording or even induction from this loop.",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,29,How Do You Do?,,Disneyland Forever,1:35,"May be on the Tokyo Disneyland ""Imagineering the Dream"" loop; unverified",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.2,,,30,"Just One Dream (Golden Dreams Exit
  Music)",,,2:58,"While this song is the melody from Just One Dream, it is not the version which was featured on several resort Official Albums. This is an instrumental version that played after the film was over while guests were exiting the theater. A copy of the full show audio has circulated, though it features ""Califia"" (aka Whoopie Goldberg) talking over parts of it. She does, however, only talk in one channel (left/right) at a time, so it's possible to edit her out.",,,,"April 1, 2004 → July 1, 2017",
Esplanade/Main Gates,Esplanade v.3,1:19:28.956,"Compiled by C33 and others (MouseBits; 2017). Several songs including ""Zip a dee doo dah"", ""Welcome to Tomorrowland"", and ""Steamboat Willie” were removed in 2020-2021, but none were added.",1,When You Wish Upon A Star,,Tokyo Disneyland 15th Anniversary Music 4: Grand Finale ,1:43,"Same as the previous version of the loop. While this track can be found on a number of albums, as before I’m listing it as from the Tokyo Disneyland 15th Anniversary Music 5: Grand Finale CD as this CD contains a number of tracks from this loop.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,2,You've Got A Friend In Me,Cincinnati Pops Orchestra,Magical Musicals ,3:20,Same as the previous version of the loop.,,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,3,McQueen and Sally,Randy Newman,Cars OST ,1:48,"The album version of this track runs 1:59, the loop version ends with a quick fadeout starting at approximately 1:47 into the album track.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,4,Touring the Kingdom/Part of Your World,,The Little Mermaid: Ariel's Undersea Adventure Queue BGM ,2:32,"This is from the Queue BGM of The Little Mermaid: Ariel’s Undersea Adventure. The loop track actually starts at the very end of the loop (20:19.6 into the loop), just before the loop point. If you try to line up the Little Mermaid track from the 2013 Official Album, you’ll notice the start of that track (which is the start of the Queue loop) lines up with approximately 4.5 seconds into the loop track. The queue loop itself (which runs 20:24) does exist as source, but is not in general circulation. The loop track ends with a quick crossfade into You Can Fly! to hide a fast transition into Under the Sea, which is the next track in the Mermaid Queue BGM.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,5,You Can Fly! You Can Fly! You Can Fly!,,Peter Pan's Flight Queue BGM ,1:24,"While YCF! appeared in previous versions of the Esplanade loop, this track comes directly from the attraction’s Queue BGM instead of being a cover. The loop version begins with 4 seconds of string tremolo that isn’t present in the Queue BGM; you can hear this same tremolo at 4:51 and 5:40 and 6:45 in the “Fantasyland Darkride Suite” included on Disneyland Resort official albums since 2005.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,6,Indiana Jones Theme,,,2:09,Same as the previous version of the loop.,,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,7,Casey Junior,Never Land Orchestra,Disney's Orchestra Collection Vol. 3 ,2:42,"The album track, which runs 2:57, features a long fade out; the loop version fades out much faster to bring the running time down to 2:42.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,8,Hi Diddle Dee Dee,, ,1:12,"Same as the previous version of the loop, but shorter, with an abrupt fade out at 1:12. In the prior version of the loop this track ran 1:20 and crossfaded directly into Under the Sea.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,9,First Day,,Finding Nemo Submarine Voyage Queue BGM ,4:26,"This track is an arrangement of “First Day” (see: Finding Nemo OST) from the Finding Nemo Submarine Voyage Queue BGM (aka The Seas with Nemo and Friends Area BGM). In the recording of the Seas with Nemo and Friends area BGM posted here on MouseBits, the track used in the Esplanade loop begins at 33:00. The full Nemo loop features crossfades at both the beginning and end of the track.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,10,The Tiki Tiki Tiki Room,,Tokyo Disneyland 15th Anniversary Music 4: Grand Finale ,1:39,Same as the previous version of the loop.,,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,11,Pirates of the Caribbean Medley,, ,2:01,"A really interesting arrangement that flips back and forth between Yo Ho, A Pirates Life For Me from the Pirates of the Caribbean attraction and the He’s A Pirate theme from the Pirates of the Caribbean movies, with guitar, percussion, flute, accordion, and strings. My guess would be that this was an arrangement done for Shanghai Disneyland, but I haven’t been able to confirm that. This track is also part of the Caribbean Plaza area BGM used at WDW's Magic Kingdom since the ride was updated to include Jack Sparrow; that loop runs 56:25 and the track in question plays between ""You Look Good Jack"" from Dead Man's Chest and ""Up is Down"" from At World's End.
Crossfade into next track",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,12,Hooray For Hollywood,The Boston Pops Orchestra,Salute to Hollywood ,3:23,Same as the previous version of the loop.,,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,13,Fortuosity,,Main Street USA BGM 2012 ,1:41,"From the Main Street USA Area BGM, arranged and recorded by Dean Mora, which began playing at Disneyland in 2012.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,14,Welcome to Tomorrowland,,Disneyland Resort Official Album 2006: Remember the Moments,3:33,"This track was one of a collection of tracks created by Dan Foliart for the Tomorrowland BGMs that have been used at various Disney parks since, with each park getting a unique selection of tracks. This track is featured in the Tokyo Disneyland Tomorrowland BGM but is NOT included in the Disneyland or Magic Kingdom versions of the loop; nevertheless it was included on the 2006 Official Albums for both Disneyland (“Remember the Moments”) and Walt DIsney World (“Where Magic Lives”); it’s inclusion in the Esplanade loop marks the first time its played at Disneyland. The album version is 4:10, the loop version cuts approximately 8 seconds from the start of the track before starting with a slow fade in, then fades out at the end, ending 30 seconds before the end of the album track.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,15,Heigh Ho,, ,2:06,"Same as previous version of the loop, however in the prior loop this track ran about a second and a half longer with a crossfade directly into Smile Darn Ya Smile. Here the track quickly fades out during the tremolo.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,16,March of the Cards,Alice in Wonderland Queue BGM,Disneyland Forever ,2:04,"This is a different arrangement of March of the Cards than appeared in the previous version of the loop. This version, from the Alice in Wonderland Queue BGM, appeared on Disneyland Forever with a running time of 2:21. The loop version starts 3 seconds into the album version, and is edited starting 2:03 into the album version to splice in a new ending (running about 3 seconds) which doesn’t seem to appear in any of the Alice in Wonderland Queue BGM tracks I’ve been able to find (the Disneyland Forever version ends with a long fade out).",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,17,Touch the Sky,,Fantasy Faire BGM   Disneyland Resort Official Album 2013 ,2:28,"This track, from the Area BGM for Disneyland’s Fantasy Faire area, was arranged by Michael Tavera, and appears on the 2013 Disneyland Official Album.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,18,Baroque Hoedown,,Main Street Electrical Parade 2010 ,1:20,"This is one full loop of the lead float loop from the current version of the Main Street Electrical Parade, which has been in use since 2010. This version of the music was originally arranged for Tokyo Disneyland Electrical Parade Dreamlights by Greg Smith. The arrangement here differs very slightly however from the version featured in Dreamlights (most mixes include character voices and SFX, so you’d specifically want the Tokyo Disneyland Electrical Parade Dreamlights: Show Mix Edition CD, which includes a “Music Piece Edition” without character voices or SFX), and the TDL mix also includes crossfades in and out of the loop. There is a rehearsal CD for the 2010 DCA version of the parade in circulation, but that includes the Tinker Bell pixie dust SFX at several points during the float loop, which isn’t present in the Esplanade loop. You could use an induction of the parade underliner to recreate this track, or you could probably get very very close by editing together the TDL and rehearsal CD tracks.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,19,It's a Small World,,Walt Disney and the 1964 World's Fair ,0:49,This instrumental of the theme song from It’s A Small World can be found on the Walt Disney and the 1964 World’s Fair box set at the very beginning of track “The Ultimate MegaMix”.,,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,20,Mickey Mouse Club March,, ,1:58,"This is the same track as the previous version of the loop, but a longer edit. The previous loop’s track started 6 seconds into this track, and ended with a crossfade into Zip-A-Dee-Doo-Dah; this version simply fades out.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,21,Frozen Medley (Curtain Call),,Frozen: Live at the Hyperion ,2:22,"This is the instrumental of the Curtain Call/finale from Frozen: Live at the Hyperion. Disney has yet to release a soundtrack for the show, however even if they do the show features a group chorus during the “Love is an Open Door” segment of the track; an instrumental from the rehearsal CD should be an exact match, but it has yet to circulate.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,22,Zip-A-Dee-Doo-Dah,,Tokyo Disneyland 15th Anniversary Music 4: Grand Finale ,2:31,"This version of Zip-A-Dee-Doo-Dah from Disneyland’s Splash Mountain Area BGM (sometimes also called the Critter Country BGM) was included on Disneyland Forever and also appears on Tokyo Disneyland 15th Anniversary Music 4: Grand Finale. The album version has a runtime of 3:57; the loop version is edited to exclude 1:03-2:30 of the album track. The edit is easy to recreate although poorly done- as edited, the track literally skips a beat, cutting the last beat of the measure before the edit point.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,23,Mickey Mouse Club March/Ballad Of Davy Crockett,,"Oh Mickey, Where Art Thou OR Disney Adventures in Bluegrass",1:14,"Appears in full in the Frontierland 2012 BGM loop; a bluegrass medley of Mickey Mouse March and The Ballad of Davy Crockett, here the track is edited (starting 1:30 into the album track) to only include the Davy Crocket portion.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,24,Be Our Guest,,King Arthur Carousel BGM 2005 ,2:05,"This version of Be Our Guest is an arrangement from the current Fantasyland Band Organ/King Arthur Carousel loop, which was arranged by Michael Tavera and replaced the original Fantasyland Band Organ loop circa 2005. No copies or recordings of the full loop are in circulation. Notably this is a different track than appeared in the previous version of the loop, which was from Cinderella’s Golden Carousel (now called Prince Charming Regal Carrousel [sic]) at Walt Disney World.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,25,Fantasmic! Exit Music,,Fantasmic! ,2:53,"Same as the previous version of the loop. The loop version cuts about 2.5 seconds off the opening fade in in order to fade in faster. As I’ve noted before, while all releases of Fantastic! include the exit music, only the original Walt Disney World CD release features it as it’s own separate track, with a running time of 3:02; some non-theme park compilations have also included it, such as A Musical Tour: Treasure of the Walt Disney Archivist the Reagan Library (available on iTunes), which has a running time of 2:58.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,26,Soarin' Over California,,Disneyland Resort Official Album 2013 ,4:33,"The previous version of the loop featured the Soarin’ Over California Load/Unload music; this version replaces it with the actual score from the ride. A slightly curious choice since that version of the film hasn’t played at Disneyland since June 2016, having been replaced with the new Soarin’ Around The World film and a new score by Bruce Broughton. The loop version begins 6 seconds into the album version with a fade in.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,27,California Blues,Mora's Modern Rhythmists,Devil's Serenade ,3:08,This track is from the Buena Vista Street BGM.,,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,28,Main Title / Rebel Blockade Runner,,Star Wars OST ,1:22,"This is the title music from the original Star Wars (aka A New Hope) soundtrack, edited from an album length of 5:25 (using the most recent soundtrack release on iTunes) to fade out at 1:22, with a crossfade into the next track.",,,,"April 1, 2017",
