Land,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Main Street U.S.A.,Main Street Cinema [REF],00:09:30.004,"These tracks play at the Main Street Cinema. Five Mickey Mouse shorts play on separate screens without sound, whereas the sixth (Steamboat Willie) has sound that plays in competition with the loop. See MouseBits, https://mousebits.com/smf/index.php?topic=4217.msg29304#msg29304 (2009) and Michael Sweeney’s blog, http://dlrmusiccompendium.blogspot.com/2014/03/main-street-cinema-interior-area-music.html. The loop was probably compiled by Jack Wagner and installed in the 70’s. The vocal introductions were removed in 1983 when the Cinema switched to all Mickey Mouse shorts in 1983 (https://community.magicmusic.net/threads/main-street-cinema-dl-playlist-and-question.4125/#post-30547 and https://community.magicmusic.net/threads/dlrp-main-street-music-what-is-it.1890/#post-12735).",1,Madame Fifi's Can-Can or La Derriere de Ma Tante,Hangnails Hennessey and Wingy Brubeck,"Rides, Rapes & Rescues (Liberty LST 7185)",02:15.441,Edited to remove spoken introduction; runs slightly faster than the source track (loop copied over from tape),1,2,Liberty,,
Main Street U.S.A.,Main Street Cinema [REF],,,2,Keystone Kapers or Custard's Last Stand,Hangnails Hennessey and Wingy Brubeck,"Rides, Rapes & Rescues (Liberty LST 7185)",02:10.353,Edited to remove spoken introduction; runs slightly faster than the source track (loop copied over from tape),1,1,Liberty,,
Main Street U.S.A.,Main Street Cinema [REF],,,3,"Silents Please! ""The Pearls of Murine"" - Chapter 11 - ""Death or Dishonor”",Hangnails Hennessey and Wingy Brubeck,"Rides, Rapes & Rescues (Liberty LST 7185)",02:22.761,Edited to remove spoken introduction; runs slightly faster than the source track (loop copied over from tape),2,1,Liberty,,
Main Street U.S.A.,Main Street Cinema [REF],,,4,"A Mustache, A Derby, A Cane and A Cop",Hangnails Hennessey and Wingy Brubeck,"Rides, Rapes & Rescues (Liberty LST 7185)",02:41.477,Edited to remove spoken introduction; runs slightly faster than the source track (loop copied over from tape),4,1,Liberty,,
Main Street U.S.A.,Plaza Inn [REF],01:00:19,Interior loop for the Plaza Inn. See Michael Sweeney’s blog: http://dlrmusiccompendium.blogspot.com/2014/03/plaza-inn-interior-area-music-ca-1992.html (2014) and MouseBits: https://mousebits.com/smf/index.php?topic=5938.msg46746#msg46746 (2010). This can be heard inside the restaurant and in the adjacent bathrooms.,1,Songe d'Automne,Palm Court Theatre Orchestra,Salon to Swing,,,,,Chandos,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,2,Serenade,Viveza,Viveza in Palm Court Style,,,,,Skylark,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,3,Old Ideas,Viveza,Viveza in Palm Court Style,,Edited: 01:04 - End,,,Skylark,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,4,Fragrance,Palm Court Theatre Orchestra,Salon to Swing,,,,,Chandos,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,5,Waltz for Evelyn,Randy Newman,Ragtime [Soundtrack],,,,,Roadrunner Records,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,6,Liebesfreund,Le Virtuose Romantique,Passione Amorosa,,,,,Harmonia Mundi,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,7,Wiener Praterleben,Maastricht Salon Orchestra,Serenata,,"Edited: 00:00 - 01:05, 01:40 - 03:29",,,Philips Classics,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,8,Heinzelmannchens,Maastricht Salon Orchestra,Serenata,,Edited: 00:11 - End,,,Philips Classics,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,9,Marstastal,Viveza,Viveza in Palm Court Style,,,,,Skylark,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,10,Vale Musette & Charmain,Tea Time Ensemble,"Tea Time Ensemble, Vol. 1",,,,,Koch International Classics,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,11,Tea for Two,Tea Time Ensemble,"Tea Time Ensemble, Vol. 1",,,,,Koch International Classics,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,12,Drun't in der Lobau,Tea Time Ensemble,"Tea Time Ensemble, Vol. 1",,,,,Koch International Classics,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,13,Smiles,Paragon Ragtime Orchestra,The Whistler and His Dog,,,,,Newport Classics,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,14,The Grasshopper's Dance,Palm Court Theatre Orchestra,The Picnic Party,,,,,Chandos,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,15,Gnomenparade,Tea Time Ensemble,"Tea Time Ensemble, Vol. 1",,,,,Koch International Classics,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,16,Fanny Polka,Biedermeier Ensemble Wien,Abendsterne,,,,,Denon Records,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,17,Silver Birds,Palm Court Theatre Orchestra,The Picnic Party,,Edited: 00:44 - End,,,Chandos,"January 1, 1992",
Main Street U.S.A.,Plaza Inn [REF],,,18,In the Shadows,Palm Court Theatre Orchestra,The Picnic Party,,,,,Chandos,"January 1, 1992",
Main Street U.S.A.,Jolly Holiday Bakery Café,00:23:48.554,"A preliminary track list for the Disneyland Jolly Holiday Bakery Café loop. Individual track lengths are measured from the start of that track to the start of the following track, so any gap between tracks is included in that time. See MouseBits, https://mousebits.com/smf/index.php?topic=7116.msg61477#msg61477 (2012). Additional information provided by VJ.",1,Selections From Mary Poppins,National Symphonic Winds,Captain Lowell E. Graham Conducts National Symphonic Winds – Center Stage,4:22.094,Preceded by a 0.9 second silent gap. May be edited; this is unverified.,,,,,
Main Street U.S.A.,Jolly Holiday Bakery Café,,,2,Let's Go Fly a Kite,,Tokyo Disneyland/WDW Magic Kingdom main entrance BGM,3:25.229,,,,,,
Main Street U.S.A.,Jolly Holiday Bakery Café,,,3,A Spoonful of Sugar,Never Land Orchestra,Disney's Orchestra Collection Vol. 1,3:29.606,,,,,,
Main Street U.S.A.,Jolly Holiday Bakery Café,,,4,Chim Chim Cher-ee,Never Land Orchestra,Disney's Orchestra Collection Vol. 2,2:36.595,Preceded by a gap. The loop track runs about 0.087 secs. faster than the album track.,4,,,,
Main Street U.S.A.,Jolly Holiday Bakery Café,,,5,Mary Poppins Medley,"Arthur Fiedler, Boston Pops Orchestra",Salute to Disney,3:46.520,"Preceded by a gap. The loop track starts at ~5:20 of the album track to reduce the medley to only ""Supercalifragilisticexpialidocious"" (#2) and ""Chim Chim Cher-ee"" (#3).",,,,,
Main Street U.S.A.,Jolly Holiday Bakery Café,,,6,Overture,"Richard M. Sherman, Robert B. Sherman",Mary Poppins Original Soundtrack,1:06.665,Preceded by a gap. Edited to only include “A Spoonful of Sugar”,,,,,
Main Street U.S.A.,Jolly Holiday Bakery Café,,,7,Chim Chim Cher-ee (Instrumental),,Disney's Karaoke Series: Mary Poppins,1:10.041,Edited.,,,,,
Main Street U.S.A.,Jolly Holiday Bakery Café,,,8,Jolly Holiday,"Julie Andrews, Dick Van Dyke",Mary Poppins Original Soundtrack,1:38.493,Edited 2:52.9 to 4:31 (?),,,,,
Main Street U.S.A.,Jolly Holiday Bakery Café,,,9,Supercalifragilisticexpialidocious,Never Land Orchestra,"Disney’s Orchestra Collection, Vol. 3",2:13.218,"Preceded by a gap. ",,,,,
Main Street U.S.A.,Emporium,01:00:55,"This ragtime loop played in the interior of the Disneyland Emporium. The loop plays very quietly and is usually difficult to hear in the store. It is the same loop as that of the Liberty and Discovery Arcades at Disneyland Paris. See MouseBits, https://mousebits.com/smf/index.php?topic=9144.msg89579#msg89579 and https://mousebits.com/smf/index.php?topic=9607.msg91501#msg91501 (2017). Most tracks overlap by a few seconds towards the end to remove any silence. “The Red Back Book” is out of print, but was re-released digitally as “The Art of Scott Joplin.” Also see Magic Music, https://community.magicmusic.net/threads/new-dl-emporium-music.963/#post-6369 which suggests the loop’s installation as ca. 2003.",1,Original Rags,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,,Preceded by ~1 second of silence,,,,,
Main Street U.S.A.,Emporium,,,2,Elite Sycopations,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,,,,,,,
Main Street U.S.A.,Emporium,,,3,Magnetic Rag,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,,,,,,,
Main Street U.S.A.,Emporium,,,4,Wall Street Rag,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,,,,,,,
Main Street U.S.A.,Emporium,,,5,Bethena — A Concert Waltz,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,,,,,,,
Main Street U.S.A.,Emporium,,,6,Palm Leaf Rag — A Slow Drag,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,Falls out of sync by a few milliseconds towards the end using the digital re-release.,,,,,,
Main Street U.S.A.,Emporium,,,7,The Easy Winners,The New England Conservatory Ragtime Ensemble,The Red Back Book,,,,,,,
Main Street U.S.A.,Emporium,,,8,The Cascades,The New England Conservatory Ragtime Ensemble,The Red Back Book,,,,,,,
Main Street U.S.A.,Emporium,,,9,Maple Leaf Rag,The New England Conservatory Ragtime Ensemble,The Red Back Book,,,,,,,
Main Street U.S.A.,Emporium,,,10,Euphonic Sounds — A Syncopated Novelty,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,,,,,,,
Main Street U.S.A.,Emporium,,,11,Scott Joplin's New Rag,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,Falls out of sync by a few milliseconds towards the end using the digital re-release.,,,,,,
Main Street U.S.A.,Emporium,,,12,Sugar Cane,The New England Conservatory Ragtime Ensemble,The Red Back Book,,,,,,,
Main Street U.S.A.,Emporium,,,13,Peacherine Rag,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,,,,,,,
Main Street U.S.A.,Emporium,,,14,Sun Flower Slow Drag,The New England Conservatory Ragtime Ensemble,The Red Back Book,,,,,,,
Main Street U.S.A.,Emporium,,,15,Pine Apple Rag,Gunther Schuller & New England Ragtime Ensemble,The Art of Scott Joplin,,,,,,,
Main Street U.S.A.,Emporium,,,16,The Rag Time Dance,The New England Conservatory Ragtime Ensemble,The Red Back Book,,,,,,,
Main Street U.S.A.,Main Street U.S.A. Holiday,00:58:49,"See Playlist based on a reference recording by pixelated. The only tracks wedroy1923 was unable to compare side-by-side were the Lawrence Welk, Hollywood Bowl Symphony Orchestra, and Hollywood Pops Orchestra tracks.  It seems the tracks as they appear in the loop run faster than the album versions, so edit information should be treated as approximate. MiceAge provides a nice analysis of all of the tracks: http://miceage.micechat.com/allutz/al120811a.htm See MouseBits, https://mousebits.com/smf/index.php?topic=8247.msg75897#msg75897 (2013). This loop has been known to play in the Storybook Canal Boats area and the Pinnochio’s Village Haus/Red Rose Taverne.",1,The Christmas Tree,"David
  Rose",The David Rose Christmas Album,02:16.04,,,,Capitol,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,2,Twelve Days of Christmas,David Rose,The David Rose Christmas Album,01:23.48,,,,Capitol,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,3,The First Noel,Rita Ford,A Music Box Christmas,02:08.29,,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,4,Toyland,David Rose,The David Rose Christmas Album,01:30.13,,,,Capitol,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,5,Do You Hear What I Hear?,,Ed Sullivan Presents Music of Christmas,01:52.26,Edited: 00:21 - End,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,6,I’m Dreaming of a White Christmas,,Ed Sullivan Presents Music of Christmas,02:21.45,Edited: Fade in,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,7,Zu Bethlehem Geboren,Rita Ford,A Music Box Christmas,00:52.11,,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,8,Rudolph the Red-Nosed Reindeer,,Ed Sullivan Presents Music of Christmas,01:50.43,,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,9,The Christmas Song,David Rose,The David Rose Christmas Album,02:58.82,Edited: Fade In,,,Capitol,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,10,Silver Bells,Raymond Lefevre & His Orchestra,Merry Christmas,02:10.20,Edited: Fade In,,,Kapp/4 Corners of the World,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,11,Jingle Bells,Raymond Lefevre & His Orchestra,Merry Christmas,02:14.47,"Edited: Fade In, Fade Out",,,Kapp/4 Corners of the World,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,12,Hark! The Herald Angels Sing,Rita Ford,A Music Box Christmas,01:44.72,Edited: Fade In,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,13,"Caroling, Caroling",Hollywood Pops Orchestra,"The Sound of Chritmas, Vol. 2",02:23.95,,,,Capitol,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,14,Deck the Halls,Felix Slatkin,Season's Greetings,02:05.32,,,,Liberty,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,15,O Tannenbaum,Rita Ford,A Music Box Christmas,01:25.61,Edited: Fade Out,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,16,Petit Papa Noel (Little Father Christmas),Raymond Lefevre & His Orchestra,Merry Christmas,02:14.13,"MiceAge reports there is some debate over whether Raymond Lefevre's version of ""Little Father Christmas"" was originally used in the loop. pixelated's recording indicates that the current version does use ""Petit Papa Noel"" found on Paul Mauriat album.",,,Kapp/4 Corners of the World,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,17,Jingle Bell Rock,Hollyridge Strings,The Christmas Songbook,02:26.76,,,,Capitol,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,18,Jingle Bells,Rita Ford,A Music Box Christmas,01:58.95],,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,19,Christmas Waltz,David Rose,The David Rose Christmas Album,03:11.05,,,,Capitol,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,20,The First Noel,,Ed Sullivan Presents Music of Christmas,01:03.51,,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,21,Carol of the Bells,Hollywood Bowl Symphony Orchestra,The Music of Christmas,01:20.20,,,,Capitol,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,22,Ihr Kinderlein Kommet,Felix Slatkin,Season's Greetings,02:13.28,"This track is mislabeled on the album as ""I Heard the Bells on Christmas Day”",,,Liberty,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,23,Ihr Kinderlein Kommet,Rita Ford,A Music Box Christmas,02:49.80,,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,24,White Christmas,Lawrence Welk & His Orchestra,Silent Night and 13 Other Best Loved Christmas Songs,02:12.16,,,,Dot,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,25,I’ll Be Home for Christmas,Lawrence Welk & His Orchestra,Silent Night and 13 Other Best Loved Christmas Songs,02:06.11,,,,Dot,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,26,Rudolph the Red-Nosed Reindeer,Lawrence Welk & His Orchestra,Silent Night and 13 Other Best Loved Christmas Songs,02:01.71,,,,Dot,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,27,"Still, Still, Holy Melody",Rita Ford,A Music Box Christmas,02:02.69,Edited: Fades Out,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,28,Hark! The Herald Angels Sing,Lawrence Welk & His Orchestra,Silent Night and 13 Other Best Loved Christmas Songs,01:56.03,,,,Dot,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,29,Deck the Halls,Lawrence Welk & His Orchestra,Silent Night and 13 Other Best Loved Christmas Songs,01:04.76,,,,Dot,"November 1, 1972",Christmas
Main Street U.S.A.,Main Street U.S.A. Holiday,,,30,Lobe Den Herren,Rita Ford,A Music Box Christmas,00:54.94,,,,Columbia,"November 1, 1972",Christmas
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],Unknown,"This loop was originally posted on Kristen’s Disney Music Loops site: https://disneymusicloops.tripod.com/dlr/dlr-mainst-plazabreak.html (from before 2005) and MouseBits, https://mousebits.com/smf/index.php?topic=7994.msg71812#msg71812 (2013).",1,A Spoonful of Sugar,,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,2,"Good Manners Announcement, ""Good Morning”",,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,3,Once Upon a Dream,,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,4,Bibbidi-Bobbidi-Boo,,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,5,Saddle Back,,,,This may have been played while a character skit was ongoing.,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,6,A Whole New World,,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,7,Whistle While You Work,,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,8,Unknown,,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,9,Chim Chim Cheree,,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.1 [INC],,,10,Beauty and the Beast,,,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.2 [INC],Unknown,"This loop played at the Plaza Inn during Character Breakfasts. See MouseBits, https://mousebits.com/smf/index.php?topic=7994.msg71851#msg71851 (2013). Heard in videos dating to at least 2007.",1,You Can Fly! You Can Fly! You Can Fly!,,Disney Strings Fantasy,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.2 [INC],,,2,Mickey Mouse March,,Unreleased,Disney’s Magical Express Loop,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.2 [INC],,,3,My Oh My! What a Wonderful Day,,Une Journee a Disneyland Paris,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.2 [INC],,,4,Winnie the Pooh Medley,Walt Disney World Band,Walt Disney World Band,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.2 [INC],,,5,Minnie's Yoo Hoo!,,Unreleased,Disney’s Magical Express Loop,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.2 [INC],,,6,Bibbidi-Bobbidi-Boo,,Unreleased,Disney’s Magical Express Loop,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.2 [INC],,,7,March of the Cards,,Either Disney’s Magical Express Loop or Disneyland Forever,,,,,,,
Main Street U.S.A.,Plaza Inn Character Breakfast v.2 [INC],,,8,Zip-A-Dee-Doo-Dah (Splash Mountain),,Unreleased,Esplanade/Main Gates Loop,,,,,,
Main Street U.S.A.,Kennel Club/Baby Station [PRE],Unknown,Partial loop compiled by Duckzz and ChrisLyndon based on a 15 minute tape uploaded to WaltsMusic (MouseBits; Re: https://mousebits.com/smf/index.php?topic=9851.msg92638#msg92638). The WaltsMusic loop can be found https://waltsmusic.com/index.php/home/other-disney-media/item/396-disneyland-kennel-and-baby-station-background-music-1974?highlight=WyJiYWJ5Il0=.,1,Plastic Jesus,Lalo Schifrin,Cool Hand Luke OST,,,,,,,
Main Street U.S.A.,Kennel Club/Baby Station [PRE],,,2,Sleep Sweet Child,Clare Fischer,Songs for Rainy Day Lovers,,,,,,,
Main Street U.S.A.,Kennel Club/Baby Station [PRE],,,3,A Time for Love,Clare Fischer,Songs for Rainy Day Lovers,,,,,,,
Main Street U.S.A.,Kennel Club/Baby Station [PRE],,,4,America The Beautiful,Clare Fischer,Songs for Rainy Day Lovers,,,,,,,
Main Street U.S.A.,Kennel Club/Baby Station [PRE],,,5,Doll On A Music Box & Truly Scrumptious,Irwin Kostal and His Orchestra,Fantasmagorical Themes from Chitty Chitty Bang Bang,,,,,,,
